year,ecode_source,economy_source,ecode_dest,economy_dest,value,share,rank
2000,ABW,Aruba,NLD,Netherlands,856.0608175,0.9262067170742067,1
2000,ABW,Aruba,COL,Colombia,31.7953915,0.03440071613755893,2
2000,ABW,Aruba,SLV,El Salvador,15.0,0.016229104839403655,3
2000,ABW,Aruba,USA,United States,14.0,0.015147164516776746,4
2000,ABW,Aruba,BRA,Brazil,7.0788585,0.007658902449320247,5
2000,ABW,Aruba,OTH,Others,0.330327815,0.0003573949827337424,6
2000,AFG,Afghanistan,SAU,Saudi Arabia,6.0,0.9499593613639107,1
2000,AFG,Afghanistan,BGR,Bulgaria,0.166559659,0.026370817882105123,2
2000,AFG,Afghanistan,KOR,"Korea, Rep.",0.082,0.012982777938640113,3
2000,AFG,Afghanistan,KAZ,Kazakhstan,0.0675,0.010687042815343996,4
2000,AGO,Angola,PRT,Portugal,21.49084852,0.935107283180098,1
2000,AGO,Angola,ZAF,South Africa,1.189139195,0.051741685346885447,2
2000,AGO,Angola,BRA,Brazil,0.30224,0.013151031473016626,3
2000,AIA,Anguilla,USA,United States,1.0,0.7542045546352718,1
2000,AIA,Anguilla,LVA,Latvia,0.25123524,0.18948276229288566,2
2000,AIA,Anguilla,BRA,Brazil,0.074665,0.05631268307184257,3
2000,ALB,Albania,MKD,North Macedonia,0.099563595,0.601123595641294,1
2000,ALB,Albania,BGR,Bulgaria,0.066065563,0.3988764043587059,2
2000,AND,Andorra,PRT,Portugal,3.425173771,0.40609125260364604,1
2000,AND,Andorra,NOR,Norway,2.486297113,0.29477730955186593,2
2000,AND,Andorra,UKR,Ukraine,1.5,0.1778411606625225,3
2000,AND,Andorra,CZE,Czechia,1.023021977,0.12129027718196561,4
2000,ARE,United Arab Emirates,SAU,Saudi Arabia,883.0,0.44298084217051437,1
2000,ARE,United Arab Emirates,AUT,Austria,436.4049168,0.2189343347354669,2
2000,ARE,United Arab Emirates,PAK,Pakistan,227.3341001,0.11404830251004985,3
2000,ARE,United Arab Emirates,NLD,Netherlands,224.2507142,0.11250143854321101,4
2000,ARE,United Arab Emirates,MYS,Malaysia,84.0526316,0.04216727693410644,5
2000,ARE,United Arab Emirates,OTH,Others,138.271830468,0.06936780510665144,6
2000,ARG,Argentina,BRA,Brazil,757.7886877,0.3579438914099143,1
2000,ARG,Argentina,CHL,Chile,523.148,0.24711061796352263,2
2000,ARG,Argentina,USA,United States,364.0,0.17193655512153774,3
2000,ARG,Argentina,ITA,Italy,140.5056342,0.06636828219646956,4
2000,ARG,Argentina,DEU,Germany,93.05008886,0.043952504759179604,5
2000,ARG,Argentina,OTH,Others,238.567569549,0.11268814854937619,6
2000,ARM,Armenia,BGR,Bulgaria,1.293396235,0.7335332341796247,1
2000,ARM,Armenia,LVA,Latvia,0.269845258,0.15303930804219115,2
2000,ARM,Armenia,UKR,Ukraine,0.2,0.11342745777818423,3
2000,ASM,American Samoa,VNM,Vietnam,2.0,1.0,1
2000,ATG,Antigua and Barbuda,USA,United States,20.0,0.5413620050906222,1
2000,ATG,Antigua and Barbuda,UKR,Ukraine,9.4,0.2544401423925924,2
2000,ATG,Antigua and Barbuda,BRA,Brazil,4.8230541,0.1305509119118273,3
2000,ATG,Antigua and Barbuda,SVN,Slovenia,1.116601066,0.030224269598804306,4
2000,ATG,Antigua and Barbuda,MNG,Mongolia,0.694,0.018785261576644587,5
2000,ATG,Antigua and Barbuda,OTH,Others,0.910200908,0.024637409429509243,6
2000,AUS,Australia,USA,United States,18775.0,0.3506744172816307,1
2000,AUS,Australia,GBR,United Kingdom,14735.48499,0.27522543873397953,2
2000,AUS,Australia,NZL,New Zealand,10816.1765,0.2020216453450209,3
2000,AUS,Australia,SGP,Singapore,1863.759746,0.03481080494708442,4
2000,AUS,Australia,CHL,Chile,1391.897,0.02599747906210652,5
2000,AUS,Australia,OTH,Others,5957.372926933,0.11127021463017801,6
2000,AUT,Austria,DEU,Germany,7271.864445,0.3356644593557138,1
2000,AUT,Austria,USA,United States,3007.0,0.13880113372804098,2
2000,AUT,Austria,CZE,Czechia,2409.172426,0.11120580780682904,3
2000,AUT,Austria,HUN,Hungary,1739.94159,0.0803145544770769,4
2000,AUT,Austria,POL,Poland,1100.503401,0.050798510053330526,5
2000,AUT,Austria,OTH,Others,6135.606313906,0.2832155345790087,6
2000,AZE,Azerbaijan,NLD,Netherlands,0.372200355,0.7882254874628376,1
2000,AZE,Azerbaijan,UKR,Ukraine,0.1,0.21177451253716234,2
2000,BEL,Belgium,NLD,Netherlands,37675.98098,0.3617388507198118,1
2000,BEL,Belgium,FRA,France,17536.21975,0.16837071824891514,2
2000,BEL,Belgium,USA,United States,14787.0,0.14197460149566773,3
2000,BEL,Belgium,DEU,Germany,12610.14804,0.1210739665097975,4
2000,BEL,Belgium,LUX,Luxembourg,4013.622533,0.03853604244787365,5
2000,BEL,Belgium,OTH,Others,17529.460499749,0.1683058205779342,6
2000,BFA,Burkina Faso,KOR,"Korea, Rep.",0.09,1.0,1
2000,BGD,Bangladesh,PAK,Pakistan,13.2519878,0.6090108653194499,1
2000,BGD,Bangladesh,MMR,Myanmar,3.0,0.13786856911823822,2
2000,BGD,Bangladesh,USA,United States,2.0,0.09191237941215881,3
2000,BGD,Bangladesh,KOR,"Korea, Rep.",1.895,0.08708697949302048,4
2000,BGD,Bangladesh,MYS,Malaysia,1.2342105,0.056719611875235124,5
2000,BGD,Bangladesh,OTH,Others,0.37865617,0.017401594781897456,6
2000,BGR,Bulgaria,MNG,Mongolia,23.683,0.38067089112586805,1
2000,BGR,Bulgaria,UKR,Ukraine,11.6,0.18645367297471052,2
2000,BGR,Bulgaria,ALB,Albania,10.0,0.16073592497819875,3
2000,BGR,Bulgaria,DEU,Germany,4.652504443,0.07478246051107842,4
2000,BGR,Bulgaria,MKD,North Macedonia,3.303278155,0.05309554697042028,5
2000,BGR,Bulgaria,OTH,Others,8.975062884,0.144261503439724,6
2000,BHR,Bahrain,PAK,Pakistan,341.6736648,0.630199427371091,1
2000,BHR,Bahrain,SAU,Saudi Arabia,140.0,0.2582227690378107,2
2000,BHR,Bahrain,BRA,Brazil,34.8552726,0.0642887500452838,3
2000,BHR,Bahrain,KAZ,Kazakhstan,6.92,0.012763582583868928,4
2000,BHR,Bahrain,NOR,Norway,6.893823812,0.012715301957095968,5
2000,BHR,Bahrain,OTH,Others,11.824765383999999,0.021810169004849504,6
2000,BHS,"Bahamas, The",SGP,Singapore,2412.647993,0.3356574638554717,1
2000,BHS,"Bahamas, The",PRT,Portugal,1630.864714,0.22689257420927844,2
2000,BHS,"Bahamas, The",USA,United States,1254.0,0.17446161267453553,3
2000,BHS,"Bahamas, The",BRA,Brazil,944.0216835,0.13133616052881975,4
2000,BHS,"Bahamas, The",COL,Colombia,310.5611032,0.043206531816790156,5
2000,BHS,"Bahamas, The",OTH,Others,635.7321365500001,0.08844565691510449,6
2000,BIH,Bosnia and Herzegovina,SVN,Slovenia,8.932808531,0.40537219602357555,1
2000,BIH,Bosnia and Herzegovina,DEU,Germany,5.583005332,0.2533576225204073,2
2000,BIH,Bosnia and Herzegovina,HRV,Croatia,3.138579497,0.14242921010543927,3
2000,BIH,Bosnia and Herzegovina,MKD,North Macedonia,2.526309913,0.11464432420273693,4
2000,BIH,Bosnia and Herzegovina,MYS,Malaysia,1.6552632,0.07511609322559777,5
2000,BIH,Bosnia and Herzegovina,OTH,Others,0.200099687,0.009080553922243263,6
2000,BLR,Belarus,UKR,Ukraine,8.9,0.35100643119792596,1
2000,BLR,Belarus,DEU,Germany,8.374507998,0.33028159161982784,2
2000,BLR,Belarus,VNM,Vietnam,2.943445,0.11608630616599766,3
2000,BLR,Belarus,LVA,Latvia,2.409997302,0.09504770249119664,4
2000,BLR,Belarus,POL,Poland,0.930500889,0.036697954637571625,5
2000,BLR,Belarus,OTH,Others,1.797209588,0.07088001388748032,6
2000,BLZ,Belize,BRA,Brazil,16.0427534,0.4040740927786037,1
2000,BLZ,Belize,UKR,Ukraine,10.3,0.25942947895837,2
2000,BLZ,Belize,PRT,Portugal,6.54421275,0.1648312333907982,3
2000,BLZ,Belize,EST,Estonia,5.170793438,0.13023847062346586,4
2000,BLZ,Belize,BGR,Bulgaria,0.97423443,0.024538362190116948,5
2000,BLZ,Belize,OTH,Others,0.670510267,0.01688836205864539,6
2000,BMU,Bermuda,HKG,"Hong Kong SAR, China",40212.92971,0.5318449681890455,1
2000,BMU,Bermuda,USA,United States,18336.0,0.24250681079546588,2
2000,BMU,Bermuda,NLD,Netherlands,5456.457211,0.07216557790584273,3
2000,BMU,Bermuda,SGP,Singapore,3489.922033,0.04615673331957126,4
2000,BMU,Bermuda,BRA,Brazil,1940.050629,0.02565856734405146,5
2000,BMU,Bermuda,OTH,Others,6174.88798017,0.08166734244602328,6
2000,BOL,Bolivia,BRA,Brazil,4.3592104,0.41569622557748787,1
2000,BOL,Bolivia,PER,Peru,2.985,0.284650915989006,2
2000,BOL,Bolivia,COL,Colombia,2.2763183,0.21707071664239092,3
2000,BOL,Bolivia,CHL,Chile,0.866,0.08258214179111531,4
2000,BRA,Brazil,PRT,Portugal,1251.754459,0.37664014676647045,1
2000,BRA,Brazil,USA,United States,882.0,0.26538480215473864,2
2000,BRA,Brazil,CAN,Canada,413.9448074,0.12455176963132698,3
2000,BRA,Brazil,CHL,Chile,248.921,0.0748977894979135,4
2000,BRA,Brazil,NLD,Netherlands,163.6751063,0.04924816973138472,5
2000,BRA,Brazil,OTH,Others,363.180549202,0.10927732221816565,6
2000,BRB,Barbados,USA,United States,1560.0,0.5920161585916487,1
2000,BRB,Barbados,BRA,Brazil,656.3245372,0.24907354570678567,2
2000,BRB,Barbados,NLD,Netherlands,231.6947213,0.08792757619871067,3
2000,BRB,Barbados,CAN,Canada,159.9786695,0.06071151113717497,4
2000,BRB,Barbados,KAZ,Kazakhstan,11.626,0.004412038371658018,5
2000,BRB,Barbados,OTH,Others,15.4392833,0.005859169994021919,6
2000,BRN,Brunei Darussalam,SGP,Singapore,180.5371066,0.99203116357627,1
2000,BRN,Brunei Darussalam,THA,Thailand,0.914648395,0.005025890403602036,2
2000,BRN,Brunei Darussalam,MYS,Malaysia,0.4815789,0.002646222073223257,3
2000,BRN,Brunei Darussalam,KOR,"Korea, Rep.",0.054,0.00029672394690476655,4
2000,BWA,Botswana,ZAF,South Africa,10.4379996,0.9542878023144196,1
2000,BWA,Botswana,MWI,Malawi,0.5,0.045712197685580463,2
2000,CAN,Canada,USA,United States,114309.0,0.7554717405715767,1
2000,CAN,Canada,GBR,United Kingdom,13887.91481,0.09178566144765922,2
2000,CAN,Canada,CHL,Chile,6881.287,0.04547864006563406,3
2000,CAN,Canada,CHN,China,2329.0,0.015392433524842332,4
2000,CAN,Canada,JPN,Japan,2091.383812,0.013822020739004445,5
2000,CAN,Canada,OTH,Others,11809.522757429,0.07804950365128321,6
2000,CHE,Switzerland,USA,United States,64719.0,0.34286499961694394,1
2000,CHE,Switzerland,DEU,Germany,22154.29566,0.11736789154621614,2
2000,CHE,Switzerland,ITA,Italy,16075.33335,0.08516307673001741,3
2000,CHE,Switzerland,FRA,France,15485.39579,0.08203773577475819,4
2000,CHE,Switzerland,GBR,United Kingdom,13565.59939,0.07186713684784939,5
2000,CHE,Switzerland,OTH,Others,56759.80028408,0.30069915948421494,6
2000,CHI,Channel Islands,VNM,Vietnam,49.115664,0.6075989429616115,1
2000,CHI,Channel Islands,LKA,Sri Lanka,31.72,0.39240105703838835,2
2000,CHL,Chile,ARG,Argentina,3445.315234,0.6987416096639494,1
2000,CHL,Chile,PER,Peru,904.549,0.18345085466856173,2
2000,CHL,Chile,BRA,Brazil,228.1303058,0.0462669237098381,3
2000,CHL,Chile,COL,Colombia,212.1945009,0.04303499594391668,4
2000,CHL,Chile,SLV,El Salvador,88.9,0.018029737449309146,5
2000,CHL,Chile,OTH,Others,51.653863901,0.010475878564424944,6
2000,CHN,China,HKG,"Hong Kong SAR, China",140456.6444,0.9762968673527287,1
2000,CHN,China,SGP,Singapore,514.5249783,0.0035763998679796227,2
2000,CHN,China,KAZ,Kazakhstan,436.817,0.003036261264308098,3
2000,CHN,China,PHL,Philippines,303.98,0.0021129276084135363,4
2000,CHN,China,USA,United States,277.0,0.001925392945360055,5
2000,CHN,China,OTH,Others,1877.7703662870001,0.013052150961209952,6
2000,COD,"Congo, Dem. Rep.",USA,United States,2.0,0.9417274950664805,1
2000,COD,"Congo, Dem. Rep.",PRT,Portugal,0.123756618,0.05827250493351965,2
2000,COG,"Congo, Rep.",BGR,Bulgaria,0.091189087,1.0,1
2000,COL,Colombia,PAN,Panama,125.139,0.5105878352155884,1
2000,COL,Colombia,PER,Peru,75.825,0.3093785518920719,2
2000,COL,Colombia,CHL,Chile,17.284,0.07052158115268804,3
2000,COL,Colombia,BRA,Brazil,15.0352869,0.06134645945801304,4
2000,COL,Colombia,NLD,Netherlands,4.187253999,0.017084689464093732,5
2000,COL,Colombia,OTH,Others,7.6175543690000005,0.03108088281754495,6
2000,COM,Comoros,ZAF,South Africa,0.396379732,1.0,1
2000,CPV,Cabo Verde,CHL,Chile,0.167,1.0,1
2000,CRI,Costa Rica,SLV,El Salvador,47.6,0.37695836902566654,1
2000,CRI,Costa Rica,COL,Colombia,32.1759891,0.2548111002715047,2
2000,CRI,Costa Rica,PAN,Panama,22.159,0.17548362393360806,3
2000,CRI,Costa Rica,BRA,Brazil,17.463946,0.13830211346454438,4
2000,CRI,Costa Rica,CHL,Chile,2.97,0.02352030159676953,5
2000,CRI,Costa Rica,OTH,Others,3.904955895,0.030924491707906763,6
2000,CUB,Cuba,VNM,Vietnam,5.501495,0.8890311203513621,1
2000,CUB,Cuba,UKR,Ukraine,0.4,0.06463923863250713,2
2000,CUB,Cuba,COL,Colombia,0.1043606,0.01686447431807906,3
2000,CUB,Cuba,ARM,Armenia,0.1,0.016159809658126783,4
2000,CUB,Cuba,BRA,Brazil,0.0823361,0.013305357039924927,5
2000,CUW,Curacao,PRY,Paraguay,123.4872,1.0,1
2000,CYM,Cayman Islands,HKG,"Hong Kong SAR, China",10030.78502,0.34968666162255924,1
2000,CYM,Cayman Islands,BRA,Brazil,6224.805666,0.21700510062299508,2
2000,CYM,Cayman Islands,SGP,Singapore,3877.678314,0.13518108321185554,3
2000,CYM,Cayman Islands,COL,Colombia,2566.407155,0.089468406371668,4
2000,CYM,Cayman Islands,ISR,Israel,1915.910137,0.06679120511909348,5
2000,CYM,Cayman Islands,OTH,Others,4069.479856811,0.14186754305182875,6
2000,CYP,Cyprus,RUS,Russian Federation,3224.0,0.6724228459646666,1
2000,CYP,Cyprus,UKR,Ukraine,377.7,0.0787760883749549,2
2000,CYP,Cyprus,BGR,Bulgaria,272.6153588,0.05685880751177876,3
2000,CYP,Cyprus,CZE,Czechia,225.5379043,0.04703996261858332,4
2000,CYP,Cyprus,GBR,United Kingdom,182.0485234,0.037969474630363896,5
2000,CYP,Cyprus,OTH,Others,512.700329338,0.10693282089965254,6
2000,CZE,Czechia,DEU,Germany,187.0306786,0.42470093403196907,1
2000,CZE,Czechia,SVN,Slovenia,104.9605002,0.23833962858434862,2
2000,CZE,Czechia,POL,Poland,42.89609097,0.09740653264827173,3
2000,CZE,Czechia,UKR,Ukraine,36.0,0.08174719644711212,4
2000,CZE,Czechia,BGR,Bulgaria,23.11457257,0.052487541796411644,5
2000,CZE,Czechia,OTH,Others,46.380232699,0.10531816649188683,6
2000,DEU,Germany,USA,United States,122412.0,0.36475727474028286,1
2000,DEU,Germany,GBR,United Kingdom,39006.13444,0.11622856661509892,2
2000,DEU,Germany,NLD,Netherlands,33374.27537,0.09944702913434096,3
2000,DEU,Germany,FRA,France,22397.15639,0.06673794829549645,4
2000,DEU,Germany,AUT,Austria,13752.80313,0.04097992835456027,5
2000,DEU,Germany,OTH,Others,104656.146387502,0.31184925286022064,6
2000,DMA,Dominica,PRT,Portugal,0.326605812,0.37847460709675373,1
2000,DMA,Dominica,UKR,Ukraine,0.3,0.3476434832366857,2
2000,DMA,Dominica,EST,Estonia,0.236347226,0.27388190966656056,3
2000,DNK,Denmark,DEU,Germany,4498.041296,0.1466045934403177,1
2000,DNK,Denmark,GBR,United Kingdom,4115.490389,0.13413611738589956,2
2000,DNK,Denmark,USA,United States,4025.0,0.13118676547545835,3
2000,DNK,Denmark,SWE,Sweden,3565.810173,0.1162203982348707,4
2000,DNK,Denmark,NOR,Norway,3469.28858,0.11307447138165115,5
2000,DNK,Denmark,OTH,Others,11007.818147246,0.35877765408180257,6
2000,DOM,Dominican Republic,USA,United States,79.0,0.9934998524099378,1
2000,DOM,Dominican Republic,COL,Colombia,0.4468714,0.005619831265142054,2
2000,DOM,Dominican Republic,CHL,Chile,0.07,0.0008803163249201981,3
2000,DZA,Algeria,FRA,France,135.8531297,0.9843790572955672,1
2000,DZA,Algeria,SAU,Saudi Arabia,2.0,0.014491812731430465,2
2000,DZA,Algeria,UKR,Ukraine,0.1,0.0007245906365715232,3
2000,DZA,Algeria,BGR,Bulgaria,0.055830053,0.0004045393364309188,4
2000,ECU,Ecuador,COL,Colombia,101.2656311,0.4847799757200589,1
2000,ECU,Ecuador,PER,Peru,44.01,0.2106851702762932,2
2000,ECU,Ecuador,USA,United States,29.0,0.13882912833475353,3
2000,ECU,Ecuador,PAN,Panama,23.147,0.11080958046774274,4
2000,ECU,Ecuador,SLV,El Salvador,9.0,0.043084901896992475,5
2000,ECU,Ecuador,OTH,Others,2.4672492,0.01181124330415924,6
2000,EGY,"Egypt, Arab Rep.",SAU,Saudi Arabia,32.0,0.7171381018560661,1
2000,EGY,"Egypt, Arab Rep.",NLD,Netherlands,5.583005332,0.12511830770133675,2
2000,EGY,"Egypt, Arab Rep.",UKR,Ukraine,3.1,0.0694727536173064,3
2000,EGY,"Egypt, Arab Rep.",ZAF,South Africa,2.774658122,0.06218165809095615,4
2000,EGY,"Egypt, Arab Rep.",MYS,Malaysia,0.5526316,0.012384786770302523,5
2000,EGY,"Egypt, Arab Rep.",OTH,Others,0.611514772,0.013704391964032033,6
2000,ESP,Spain,ARG,Argentina,16612.32127,0.24893159977205065,1
2000,ESP,Spain,BRA,Brazil,12253.09042,0.1836095841651266,2
2000,ESP,Spain,CHL,Chile,8962.13,0.13429534151220324,3
2000,ESP,Spain,PRT,Portugal,8939.202002,0.13395177103045383,4
2000,ESP,Spain,USA,United States,5068.0,0.07594274918840122,5
2000,ESP,Spain,OTH,Others,14899.737929506,0.2232689543317645,6
2000,EST,Estonia,LVA,Latvia,152.4718756,0.4931748136563917,1
2000,EST,Estonia,LTU,Lithuania,149.3225,0.48298806466709815,2
2000,EST,Estonia,UKR,Ukraine,4.6,0.01487883672901707,3
2000,EST,Estonia,USA,United States,2.0,0.006469059447398727,4
2000,EST,Estonia,KAZ,Kazakhstan,0.456,0.0014749455540069099,5
2000,EST,Estonia,OTH,Others,0.313578799,0.0010142799460874483,6
2000,FIN,Finland,SWE,Sweden,13738.85684,0.34665768218796517,1
2000,FIN,Finland,USA,United States,8875.0,0.22393325480041837,2
2000,FIN,Finland,DEU,Germany,3938.810262,0.09938372980405055,3
2000,FIN,Finland,NOR,Norway,3396.620896,0.08570325324669222,4
2000,FIN,Finland,FRA,France,1780.0482,0.044914026718605754,5
2000,FIN,Finland,OTH,Others,7903.008751882,0.19940805324226799,6
2000,FRA,France,USA,United States,125740.0,0.36110764236584275,1
2000,FRA,France,GBR,United Kingdom,73038.76291,0.20975708188124592,2
2000,FRA,France,DEU,Germany,34724.43216,0.09972369834412476,3
2000,FRA,France,CAN,Canada,24661.37848,0.07082401972645562,4
2000,FRA,France,ITA,Italy,13991.94186,0.0401828943628483,5
2000,FRA,France,OTH,Others,76049.906299046,0.21840466331948266,6
2000,FRO,Faroe Islands,ISL,Iceland,0.060047226,1.0,1
2000,GBR,United Kingdom,USA,United States,277613.0,0.4993693421593824,1
2000,GBR,United Kingdom,NLD,Netherlands,38736.93809,0.069679875550756,2
2000,GBR,United Kingdom,DEU,Germany,33098.84711,0.05953809622587803,3
2000,GBR,United Kingdom,AUS,Australia,32442.31462,0.05835712776389115,4
2000,GBR,United Kingdom,ZAF,South Africa,32096.98091,0.057735942633554464,5
2000,GBR,United Kingdom,OTH,Others,141939.1189646,0.25531961566653805,6
2000,GEO,Georgia,ISR,Israel,37.5996,0.9423645690631696,1
2000,GEO,Georgia,LTU,Lithuania,1.4475,0.0362789155660948,2
2000,GEO,Georgia,KOR,"Korea, Rep.",0.4,0.010025261641753313,3
2000,GEO,Georgia,UKR,Ukraine,0.4,0.010025261641753313,3
2000,GEO,Georgia,BGR,Bulgaria,0.05210805,0.0013059920872289092,4
2000,GGY,Guernsey,BRA,Brazil,138.0229109,0.4009009261721504,1
2000,GGY,Guernsey,ISR,Israel,127.361,0.36993237227987813,2
2000,GGY,Guernsey,KAZ,Kazakhstan,58.705,0.1705143640100992,3
2000,GGY,Guernsey,PRT,Portugal,12.00625297,0.03487332576993296,4
2000,GGY,Guernsey,CZE,Czechia,4.694512231,0.01363566591272629,5
2000,GGY,Guernsey,OTH,Others,3.492169835,0.01014334585521298,6
2000,GHA,Ghana,ZAF,South Africa,0.396379732,0.8517339814016653,1
2000,GHA,Ghana,KOR,"Korea, Rep.",0.069,0.1482660185983347,2
2000,GIB,Gibraltar,BRA,Brazil,166.7883809,0.6543549624157817,1
2000,GIB,Gibraltar,PRT,Portugal,36.63847249,0.14374242474084475,2
2000,GIB,Gibraltar,KAZ,Kazakhstan,18.616,0.0730354951262207,3
2000,GIB,Gibraltar,SVN,Slovenia,8.560608175,0.03358553162025664,4
2000,GIB,Gibraltar,BGR,Bulgaria,7.396551564,0.02901862944259573,5
2000,GIB,Gibraltar,OTH,Others,16.889749278,0.06626295665430053,6
2000,GIN,Guinea,USA,United States,1.0,1.0,1
2000,GNB,Guinea-Bissau,PRT,Portugal,0.37685286,1.0,1
2000,GRC,Greece,USA,United States,659.0,0.45701321639631587,1
2000,GRC,Greece,BGR,Bulgaria,217.0514288,0.15052408436920173,2
2000,GRC,Greece,ARM,Armenia,127.0,0.08807386719625511,3
2000,GRC,Greece,ZAF,South Africa,126.8415142,0.08796395808364335,4
2000,GRC,Greece,MKD,North Macedonia,97.96127255,0.06793565440114056,5
2000,GRC,Greece,OTH,Others,214.11721187700002,0.14848921955344344,6
2000,GRD,Grenada,USA,United States,5.0,1.0,1
2000,GTM,Guatemala,SLV,El Salvador,25.5,0.8767278552571408,1
2000,GTM,Guatemala,COL,Colombia,3.5854224,0.12327214474285923,2
2000,GUF,French Guiana,USA,United States,1.0,1.0,1
2000,GUY,Guyana,BRA,Brazil,1.5347244,1.0,1
2000,HKG,"Hong Kong SAR, China",CHN,China,170297.0,0.8995080828942469,1
2000,HKG,"Hong Kong SAR, China",SGP,Singapore,3563.904129,0.018824527564758515,2
2000,HKG,"Hong Kong SAR, China",THA,Thailand,2947.557187,0.01556898544601214,3
2000,HKG,"Hong Kong SAR, China",CAN,Canada,2249.033462,0.011879385883301709,4
2000,HKG,"Hong Kong SAR, China",VNM,Vietnam,1676.904156,0.008857401143654646,5
2000,HKG,"Hong Kong SAR, China",OTH,Others,8587.96874507,0.04536161706802602,6
2000,HND,Honduras,CHL,Chile,7.261,0.48981555675120353,1
2000,HND,Honduras,SLV,El Salvador,6.5,0.438479702366454,2
2000,HND,Honduras,COL,Colombia,0.8469473,0.05713372308062643,3
2000,HND,Honduras,PER,Peru,0.216,0.01457101780171601,4
2000,HRV,Croatia,POL,Poland,89.70028566,0.4653451769727987,1
2000,HRV,Croatia,SVN,Slovenia,50.52619825,0.2621187044546248,2
2000,HRV,Croatia,DEU,Germany,33.49803199,0.1737803565499484,3
2000,HRV,Croatia,MKD,North Macedonia,7.610566768,0.03948193156198094,4
2000,HRV,Croatia,AUT,Austria,3.722003555,0.019308928508431918,5
2000,HRV,Croatia,OTH,Others,7.703664503,0.039964901952215276,6
2000,HUN,Hungary,USA,United States,5287.0,0.9411785493270411,1
2000,HUN,Hungary,CZE,Czechia,70.26286888,0.01250802061736987,2
2000,HUN,Hungary,UKR,Ukraine,51.9,0.009239108513348483,3
2000,HUN,Hungary,DEU,Germany,48.38604621,0.008613563226706825,4
2000,HUN,Hungary,AUT,Austria,45.59454354,0.008116626885985589,5
2000,HUN,Hungary,OTH,Others,114.281634388,0.020344131429548162,6
2000,IDN,Indonesia,SGP,Singapore,950.7941092,0.252767515176513,1
2000,IDN,Indonesia,MYS,Malaysia,942.8136697,0.2506459245577735,2
2000,IDN,Indonesia,CHN,China,837.0,0.22251548274815647,3
2000,IDN,Indonesia,KAZ,Kazakhstan,311.1,0.08270557548739724,4
2000,IDN,Indonesia,MMR,Myanmar,240.0,0.06380372265180113,5
2000,IDN,Indonesia,OTH,Others,479.82822597800003,0.12756177937835866,6
2000,IMN,Isle of Man,PRT,Portugal,24.82855521,0.4214391380528899,1
2000,IMN,Isle of Man,BRA,Brazil,22.7886877,0.3868144892207159,2
2000,IMN,Isle of Man,CZE,Czechia,4.882727903,0.08287927434288733,3
2000,IMN,Isle of Man,BGR,Bulgaria,3.869022695,0.06567267309340426,4
2000,IMN,Isle of Man,LTU,Lithuania,1.36,0.023084598475592504,5
2000,IMN,Isle of Man,OTH,Others,1.18474508,0.020109826814510085,6
2000,IND,India,BRA,Brazil,459.0252634,0.2890963439072172,1
2000,IND,India,MYS,Malaysia,320.1981526,0.20166235417382744,2
2000,IND,India,VNM,Vietnam,227.061887,0.14300468101942318,3
2000,IND,India,SGP,Singapore,152.6999711,0.09617118463756374,4
2000,IND,India,LKA,Sri Lanka,152.47,0.0960263477200445,5
2000,IND,India,OTH,Others,276.33811407,0.17403908854192393,6
2000,IOT,British Indian Ocean Territory,BRA,Brazil,15.9680884,0.9456960900558905,1
2000,IOT,British Indian Ocean Territory,EST,Estonia,0.616922089,0.03653667194355037,2
2000,IOT,British Indian Ocean Territory,UKR,Ukraine,0.3,0.017767238000559113,3
2000,IRL,Ireland,USA,United States,25523.0,0.5587482345593242,1
2000,IRL,Ireland,NLD,Netherlands,7780.848431,0.1703379431961344,2
2000,IRL,Ireland,GBR,United Kingdom,5183.906314,0.11348581675619769,3
2000,IRL,Ireland,DEU,Germany,1231.052676,0.02695014337517266,4
2000,IRL,Ireland,FRA,France,821.6322847,0.017987132724721588,5
2000,IRL,Ireland,OTH,Others,5138.451826064,0.11249072938844946,6
2000,IRN,"Iran, Islamic Rep.",DEU,Germany,1197.554644,0.7552448731852895,1
2000,IRN,"Iran, Islamic Rep.",MYS,Malaysia,269.9947368,0.17027376727805635,2
2000,IRN,"Iran, Islamic Rep.",AZE,Azerbaijan,84.0,0.05297509359210862,3
2000,IRN,"Iran, Islamic Rep.",BRA,Brazil,17.4890048,0.011029543644200439,4
2000,IRN,"Iran, Islamic Rep.",SAU,Saudi Arabia,10.0,0.006306558760965312,5
2000,IRN,"Iran, Islamic Rep.",OTH,Others,6.612423189,0.0041701635393798136,6
2000,IRQ,Iraq,VNM,Vietnam,10.7,0.7622484293876811,1
2000,IRQ,Iraq,BGR,Bulgaria,2.337418232,0.16651339964150752,2
2000,IRQ,Iraq,SAU,Saudi Arabia,1.0,0.07123817097081132,3
2000,ISL,Iceland,USA,United States,81.0,0.6258641518201127,1
2000,ISL,Iceland,DEU,Germany,24.1930231,0.1869326652153814,2
2000,ISL,Iceland,AZE,Azerbaijan,5.0,0.03863358961852548,3
2000,ISL,Iceland,CHL,Chile,4.965,0.038363154491195796,4
2000,ISL,Iceland,LTU,Lithuania,3.645,0.02816388683190507,5
2000,ISL,Iceland,OTH,Others,10.618033793,0.0820425520228795,6
2000,ISR,Israel,USA,United States,3012.0,0.6540973307763269,1
2000,ISR,Israel,DEU,Germany,468.041947,0.10164176235858402,2
