year,ecode_dest,economy_dest,region_dest,ecode_source,economy_source,value,share,rank,value_million
2004,NZL,New Zealand,East Asia & Pacific,USA,United States,4.62,0.13213480528556557,2,4620.0
2004,NZL,New Zealand,East Asia & Pacific,GBR,United Kingdom,2.8179133000000003,0.08059403143010942,3,2817.9133
2004,NZL,New Zealand,East Asia & Pacific,NLD,Netherlands,0.91587665,0.02619462831457707,4,915.8766499999999
2004,NZL,New Zealand,East Asia & Pacific,JPN,Japan,0.8473972,0.024236074463535377,5,847.3972
2004,NZL,New Zealand,,OTH,Others,2.4632694905,0.07045100313703286,6,2463.2694905000003
2004,OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",NLD,Netherlands,0.19736842,0.5137792071064124,1,197.36842
2004,OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",KOR,"Korea, Rep.",0.12811765,0.33350920392095584,2,128.11765
2004,OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",CYP,Cyprus,0.037749264,0.09826692095306147,3,37.749264
2004,OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",DEU,Germany,0.012258908,0.03191175180016366,4,12.258908
2004,OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",NOR,Norway,0.0054635763,0.014222497699375546,5,5.4635763
2004,OMN,Oman,,OTH,Others,0.0031924494999999997,0.00831041852003103,6,3.1924494999999995
2004,PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",USA,United States,0.858,0.4409791746960286,1,858.0
2004,PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",CHE,Switzerland,0.5012371800000001,0.2576167342230358,2,501.2371800000001
2004,PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",DEU,Germany,0.27923068,0.1435138867321805,3,279.23068
2004,PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",NLD,Netherlands,0.22787949,0.1171213396624148,4,227.87949
2004,PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",CHN,China,0.03645,0.01873390549845017,5,36.45
2004,PAK,Pakistan,,OTH,Others,0.0428727615,0.022034959187890057,6,42.8727615
2004,PAN,Panama,Latin America & Caribbean,USA,United States,4.919,0.5020232051632488,1,4919.0
2004,PAN,Panama,Latin America & Caribbean,DNK,Denmark,1.9204038,0.19599253321481658,2,1920.4038
2004,PAN,Panama,Latin America & Caribbean,TWN,"Taiwan, China",1.1013309999999998,0.11239961751690301,3,1101.331
2004,PAN,Panama,Latin America & Caribbean,HND,Honduras,0.5282,0.053907025201713366,4,528.2
2004,PAN,Panama,Latin America & Caribbean,BRA,Brazil,0.408251,0.041665272521061496,5,408.251
2004,PAN,Panama,,OTH,Others,0.9211660478999999,0.09401234638225671,6,921.1660478999999
2004,PER,Peru,Latin America & Caribbean,USA,United States,4.773,0.5907103801663351,1,4773.0
2004,PER,Peru,Latin America & Caribbean,CAN,Canada,1.7871385,0.22117772108629666,2,1787.1385
2004,PER,Peru,Latin America & Caribbean,KOR,"Korea, Rep.",0.3853311199999999,0.04768889427720924,3,385.33111999999994
2004,PER,Peru,Latin America & Caribbean,NLD,Netherlands,0.2973466199999999,0.03679986066234543,4,297.3466199999999
2004,PER,Peru,Latin America & Caribbean,CHE,Switzerland,0.29241782,0.036189868346870095,5,292.41782
2004,PER,Peru,,OTH,Others,0.5448677297399999,0.06743327546094349,6,544.8677297399998
2004,PHL,Philippines,East Asia & Pacific,USA,United States,6.176,0.3787269895530045,1,6176.0
2004,PHL,Philippines,East Asia & Pacific,JPN,Japan,3.28544,0.20147098454615012,2,3285.44
2004,PHL,Philippines,East Asia & Pacific,SGP,Singapore,1.7941609,0.11002220797129358,3,1794.1609
2004,PHL,Philippines,East Asia & Pacific,CHE,Switzerland,1.4769353,0.09056918068872467,4,1476.9353
2004,PHL,Philippines,East Asia & Pacific,NLD,Netherlands,0.8262504,0.05066763708046726,5,826.2504
2004,PHL,Philippines,,OTH,Others,2.7484747527999995,0.16854300016035978,6,2748.4747527999994
2004,PLW,Palau,East Asia & Pacific,KOR,"Korea, Rep.",0.000395465,0.7981693964255799,1,0.395465
2004,PLW,Palau,East Asia & Pacific,CHN,China,0.0001,0.20183060357441998,2,0.1
2004,PNG,Papua New Guinea,East Asia & Pacific,KOR,"Korea, Rep.",0.0741376949999999,0.7615574032741127,1,74.13769499999991
2004,PNG,Papua New Guinea,East Asia & Pacific,USA,United States,0.012,0.12326642795260041,2,12.0
2004,PNG,Papua New Guinea,East Asia & Pacific,NZL,New Zealand,0.0079024124,0.081175179063028,3,7.902412399999999
2004,PNG,Papua New Guinea,East Asia & Pacific,CHN,China,0.00331,0.034000989710258944,4,3.31
2004,POL,Poland,Europe & Central Asia,DEU,Germany,13.020322,0.2308043782753303,1,13020.322
2004,POL,Poland,Europe & Central Asia,FRA,France,8.957175999999999,0.15877913294177437,2,8957.176
2004,POL,Poland,Europe & Central Asia,NLD,Netherlands,8.261006,0.14643849466693476,3,8261.006
2004,POL,Poland,Europe & Central Asia,USA,United States,7.256,0.12862328356900826,4,7256.0
2004,POL,Poland,Europe & Central Asia,AUT,Austria,4.8558896,0.0860777928611629,5,4855.8896
2004,POL,Poland,,OTH,Others,14.062409732819999,0.24927691768578944,6,14062.409732819999
2004,PRI,Puerto Rico,Latin America & Caribbean,NLD,Netherlands,0.4373706,0.8928397765423344,1,437.3706
2004,PRI,Puerto Rico,Latin America & Caribbean,KOR,"Korea, Rep.",0.052426,0.10702140958950698,2,52.426
2004,PRI,Puerto Rico,Latin America & Caribbean,BRA,Brazil,6.8e-05,0.0001388138681586708,3,0.068
2004,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,CHN,China,0.02174,1.0,1,21.74
2004,PRT,Portugal,Europe & Central Asia,ESP,Spain,21.6683,0.5124589629448484,1,21668.3
2004,PRT,Portugal,Europe & Central Asia,DEU,Germany,6.0913154,0.1440606403296052,2,6091.3154
2004,PRT,Portugal,Europe & Central Asia,GBR,United Kingdom,3.2138503000000003,0.07600810362594158,3,3213.8503
2004,PRT,Portugal,Europe & Central Asia,FRA,France,2.9135340000000003,0.06890557229429886,4,2913.534
2004,PRT,Portugal,Europe & Central Asia,USA,United States,1.915,0.04529007416545759,5,1915.0
2004,PRT,Portugal,,OTH,Others,6.48099575291,0.15327664663984833,6,6480.99575291
2004,PRY,Paraguay,Latin America & Caribbean,USA,United States,0.103,0.4692071856448548,1,103.0
2004,PRY,Paraguay,Latin America & Caribbean,BRA,Brazil,0.096201,0.438234955982725,2,96.201
2004,PRY,Paraguay,Latin America & Caribbean,NLD,Netherlands,0.01607279,0.07321814137243463,3,16.07279
2004,PRY,Paraguay,Latin America & Caribbean,KOR,"Korea, Rep.",0.0038902,0.017721454306753537,4,3.8902
2004,PRY,Paraguay,Latin America & Caribbean,ZAF,South Africa,0.00035523978,0.0016182626932320135,5,0.35523978
2004,PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",CYP,Cyprus,0.006562602,0.9149541547126133,1,6.562602
2004,PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",CHN,China,0.00061,0.08504584528738664,2,0.61
2004,QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",USA,United States,4.027,0.6790224214660423,1,4027.0
2004,QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",DNK,Denmark,0.9693467,0.16344875676039664,2,969.3467
2004,QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",FRA,France,0.51487415,0.08681675989154962,3,514.87415
2004,QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",NLD,Netherlands,0.34583743,0.05831422129431162,4,345.83743
2004,QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",CYP,Cyprus,0.0492685499999999,0.008307536658336405,5,49.2685499999999
2004,QAT,Qatar,,OTH,Others,0.0242578939999999,0.004090303929363425,6,24.2578939999999
2004,REU,Réunion,,NLD,Netherlands,0.0377301939999999,1.0,1,37.7301939999999
2004,ROU,Romania,Europe & Central Asia,AUT,Austria,2.090825,0.20634257308024767,1,2090.8250000000003
2004,ROU,Romania,Europe & Central Asia,FRA,France,1.7938868,0.177037876496929,2,1793.8868
2004,ROU,Romania,Europe & Central Asia,GRC,Greece,1.5777214,0.1557046109931585,3,1577.7214
2004,ROU,Romania,Europe & Central Asia,DEU,Germany,1.3757219,0.13576937174983422,4,1375.7219
2004,ROU,Romania,Europe & Central Asia,NLD,Netherlands,0.9421652,0.09298185722605486,5,942.1652
2004,ROU,Romania,,OTH,Others,2.3524650422999995,0.23216371045377568,6,2352.4650422999994
2004,RUS,Russian Federation,Europe & Central Asia,NLD,Netherlands,6.353656,0.19625537375078206,1,6353.656
2004,RUS,Russian Federation,Europe & Central Asia,USA,United States,6.088,0.1880496387268623,2,6088.0
2004,RUS,Russian Federation,Europe & Central Asia,DEU,Germany,5.193690999999999,0.16042570896993366,3,5193.691
2004,RUS,Russian Federation,Europe & Central Asia,GBR,United Kingdom,3.1423887,0.09706390600761737,4,3142.3887
2004,RUS,Russian Federation,Europe & Central Asia,FRA,France,2.3959355,0.07400703107553618,5,2395.9355
2004,RUS,Russian Federation,,OTH,Others,9.2007595153,0.28419834146926837,6,9200.7595153
2004,RWA,Rwanda,Sub-Saharan Africa,NLD,Netherlands,0.010488177,0.7092271751954281,1,10.488177
2004,RWA,Rwanda,Sub-Saharan Africa,CHN,China,0.0033,0.22315123764071798,2,3.3
2004,RWA,Rwanda,Sub-Saharan Africa,USA,United States,0.001,0.06762158716385394,3,1.0
2004,SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",USA,United States,3.657,0.4737780956223231,1,3657.0
2004,SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",NLD,Netherlands,1.6475973,0.21345242306439194,2,1647.5973
2004,SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",FRA,France,0.86765826,0.11240838886348878,3,867.65826
2004,SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",JPN,Japan,0.8557049600000001,0.11085979391943565,4,855.70496
2004,SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",CHE,Switzerland,0.1876104599999999,0.02430564026733059,5,187.6104599999999
2004,SAU,Saudi Arabia,,OTH,Others,0.5032324720599998,0.06519565826302998,6,503.2324720599998
2004,SDN,Sudan,Sub-Saharan Africa,CHN,China,0.17161,0.6243412374087516,1,171.61
2004,SDN,Sudan,Sub-Saharan Africa,KOR,"Korea, Rep.",0.100255714,0.36474434203168754,2,100.255714
2004,SDN,Sudan,Sub-Saharan Africa,USA,United States,0.003,0.01091442055956095,3,3.0
2004,SEN,Senegal,Sub-Saharan Africa,FRA,France,0.32826633,0.8214950046797009,1,328.26633
2004,SEN,Senegal,Sub-Saharan Africa,USA,United States,0.03,0.07507577807444044,2,30.0
2004,SEN,Senegal,Sub-Saharan Africa,MAR,Morocco,0.016087227,0.040258702802838206,3,16.087227
2004,SEN,Senegal,Sub-Saharan Africa,CAN,Canada,0.013293453,0.033267210909033486,4,13.293453
2004,SEN,Senegal,Sub-Saharan Africa,DNK,Denmark,0.005486868,0.013731029476391628,5,5.486867999999999
2004,SEN,Senegal,,OTH,Others,0.0064623802,0.01617227405759527,6,6.4623802
2004,SGP,Singapore,East Asia & Pacific,USA,United States,61.076,0.45584541844728305,1,61076.0
2004,SGP,Singapore,East Asia & Pacific,GBR,United Kingdom,12.766558000000002,0.095284186483095,2,12766.558
2004,SGP,Singapore,East Asia & Pacific,JPN,Japan,11.138148,0.08313042333793583,3,11138.148
2004,SGP,Singapore,East Asia & Pacific,CHE,Switzerland,9.851008,0.07352375505742899,4,9851.008
2004,SGP,Singapore,East Asia & Pacific,NLD,Netherlands,7.777596,0.058048685295924995,5,7777.596
2004,SGP,Singapore,,OTH,Others,31.3747063537,0.23416753137833202,6,31374.7063537
2004,SLB,Solomon Islands,East Asia & Pacific,KOR,"Korea, Rep.",0.00728077,1.0,1,7.2807699999999995
2004,SLE,Sierra Leone,Sub-Saharan Africa,USA,United States,0.007,0.49284790386998817,1,7.0
2004,SLE,Sierra Leone,Sub-Saharan Africa,CHN,China,0.00574,0.4041352811733903,2,5.74
2004,SLE,Sierra Leone,Sub-Saharan Africa,DNK,Denmark,0.0014631648,0.10301681495662149,3,1.4631648
2004,SLV,El Salvador,Latin America & Caribbean,USA,United States,0.851,0.7512350195582537,1,851.0
2004,SLV,El Salvador,Latin America & Caribbean,DNK,Denmark,0.07315824,0.06458170606022022,2,73.15824
2004,SLV,El Salvador,Latin America & Caribbean,DEU,Germany,0.062656643,0.055311239047661005,3,62.656642999999995
2004,SLV,El Salvador,Latin America & Caribbean,NLD,Netherlands,0.057616867,0.05086228931566428,4,57.616867
2004,SLV,El Salvador,Latin America & Caribbean,TWN,"Taiwan, China",0.048955,0.043215875890099065,5,48.955
2004,SLV,El Salvador,,OTH,Others,0.039414541,0.03479387012810175,6,39.414541
2004,SMR,San Marino,Europe & Central Asia,LVA,Latvia,6.810504e-05,1.0,1,0.06810504
2004,SRB,Serbia,Europe & Central Asia,GRC,Greece,0.5137980999999999,0.437677553344998,1,513.7981
2004,SRB,Serbia,Europe & Central Asia,AUT,Austria,0.40045767,0.34112880764611364,2,400.45767
2004,SRB,Serbia,Europe & Central Asia,HRV,Croatia,0.13240575,0.11278948814487536,3,132.40574999999998
2004,SRB,Serbia,Europe & Central Asia,DNK,Denmark,0.0914478,0.07789956670291835,4,91.4478
2004,SRB,Serbia,Europe & Central Asia,ISL,Iceland,0.0205102559999999,0.017471607358142283,5,20.5102559999999
2004,SRB,Serbia,,OTH,Others,0.0152996622,0.01303297680295227,6,15.2996622
2004,STP,São Tomé and Príncipe,Sub-Saharan Africa,PRT,Portugal,0.0040863028,1.0,1,4.0863028
2004,SUR,Suriname,Latin America & Caribbean,USA,United States,0.255,0.8913774625115128,1,255.0
2004,SUR,Suriname,Latin America & Caribbean,NLD,Netherlands,0.020159094,0.07046808649510221,2,20.159094
2004,SUR,Suriname,Latin America & Caribbean,CHN,China,0.01025,0.03582987839507062,3,10.25
2004,SUR,Suriname,Latin America & Caribbean,KOR,"Korea, Rep.",0.000665,0.0023245725983143373,4,0.665
2004,SVK,Slovak Republic,Europe & Central Asia,DEU,Germany,5.148741,0.38933544025140576,1,5148.741
2004,SVK,Slovak Republic,Europe & Central Asia,AUT,Austria,2.5593877000000003,0.19353475674024637,2,2559.3877
2004,SVK,Slovak Republic,Europe & Central Asia,HUN,Hungary,2.2419927,0.1695341084150354,3,2241.9927
2004,SVK,Slovak Republic,Europe & Central Asia,NLD,Netherlands,1.1720878,0.08863046706491967,4,1172.0877999999998
2004,SVK,Slovak Republic,Europe & Central Asia,CZE,Czechia,0.8351867999999999,0.06315482182346378,5,835.1868
2004,SVK,Slovak Republic,,OTH,Others,1.2670384277399998,0.09581040570492898,6,1267.0384277399999
2004,SVN,Slovenia,Europe & Central Asia,AUT,Austria,1.187752,0.37863800487288235,1,1187.752
2004,SVN,Slovenia,Europe & Central Asia,FRA,France,0.52168463,0.166305447160727,2,521.68463
2004,SVN,Slovenia,Europe & Central Asia,DEU,Germany,0.4780974,0.15241047430011684,3,478.0974
2004,SVN,Slovenia,Europe & Central Asia,HRV,Croatia,0.3943364,0.12570868981467082,4,394.33639999999997
2004,SVN,Slovenia,Europe & Central Asia,NLD,Netherlands,0.16018306,0.05106402199519193,5,160.18305999999998
2004,SVN,Slovenia,,OTH,Others,0.39485296079,0.12587336185641113,6,394.85296079
2004,SWE,Sweden,Europe & Central Asia,USA,United States,29.73,0.20083199831522908,1,29730.0
2004,SWE,Sweden,Europe & Central Asia,FIN,Finland,29.515379,0.19938219124121587,2,29515.379
2004,SWE,Sweden,Europe & Central Asia,DEU,Germany,24.707148,0.1669016449885676,3,24707.148
2004,SWE,Sweden,Europe & Central Asia,GBR,United Kingdom,18.881371,0.1275473753401014,4,18881.371000000003
2004,SWE,Sweden,Europe & Central Asia,NOR,Norway,15.237252,0.10293063464489474,5,15237.252
2004,SWE,Sweden,,OTH,Others,29.96302906212,0.20240615546999138,6,29963.02906212
2004,SWZ,Eswatini,Sub-Saharan Africa,ZAF,South Africa,0.16394316,0.9761841936538002,1,163.94316
2004,SWZ,Eswatini,Sub-Saharan Africa,DNK,Denmark,0.0025605385,0.015246486714920043,2,2.5605385
2004,SWZ,Eswatini,Sub-Saharan Africa,KOR,"Korea, Rep.",0.001439156,0.008569319631279698,3,1.439156
2004,SYC,Seychelles,Sub-Saharan Africa,ZAF,South Africa,0.015097691,0.9053169480684202,1,15.097691
2004,SYC,Seychelles,Sub-Saharan Africa,KAZ,Kazakhstan,0.001159,0.06949819961286127,2,1.159
2004,SYC,Seychelles,Sub-Saharan Africa,CHN,China,0.0004199999999999,0.025184852318718535,3,0.4199999999999
2004,SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",DEU,Germany,0.283317,0.9784732791047974,1,283.317
2004,SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",KOR,"Korea, Rep.",0.002669,0.00921774966532437,2,2.669
2004,SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",TUR,Türkiye,0.002,0.006907268389152768,3,2.0
2004,SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",CYP,Cyprus,0.0012340634,0.0042620035565151945,4,1.2340634
2004,SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",CHN,China,0.00033,0.001139699284210207,5,0.33
2004,TCA,Turks and Caicos Islands,Latin America & Caribbean,BRA,Brazil,0.094426,0.9815926053005021,1,94.426
2004,TCA,Turks and Caicos Islands,Latin America & Caribbean,NLD,Netherlands,0.0017707311999999,0.018407394699497877,2,1.7707311999999
2004,TGO,Togo,Sub-Saharan Africa,CHN,China,0.00624,0.6257783117752705,1,6.24
2004,TGO,Togo,Sub-Saharan Africa,USA,United States,0.003,0.30085495758426467,2,3.0
2004,TGO,Togo,Sub-Saharan Africa,DNK,Denmark,0.0007315824,0.07336673064046484,3,0.7315824
2004,THA,Thailand,East Asia & Pacific,JPN,Japan,9.877064,0.31569587820097145,1,9877.064
2004,THA,Thailand,East Asia & Pacific,USA,United States,7.499,0.23968695460807832,2,7499.0
2004,THA,Thailand,East Asia & Pacific,SGP,Singapore,4.4182886,0.14121964783485666,3,4418.288600000001
2004,THA,Thailand,East Asia & Pacific,GBR,United Kingdom,1.8290363,0.058460613497083286,4,1829.0363
2004,THA,Thailand,East Asia & Pacific,DEU,Germany,1.4111366,0.04510348502333618,5,1411.1366
2004,THA,Thailand,,OTH,Others,6.2521167466,0.19983342083567415,6,6252.1167466
2004,TJK,Tajikistan,Europe & Central Asia,KOR,"Korea, Rep.",0.0291,0.5746445497630331,1,29.1
2004,TJK,Tajikistan,Europe & Central Asia,CHN,China,0.02154,0.4253554502369668,2,21.54
2004,TKM,Turkmenistan,Europe & Central Asia,TUR,Türkiye,0.058,0.9965635738831615,1,58.0
2004,TKM,Turkmenistan,Europe & Central Asia,CHN,China,0.0002,0.003436426116838488,2,0.2
2004,TLS,Timor-Leste,East Asia & Pacific,CHN,China,0.0001,1.0,1,0.1
2004,TON,Tonga,East Asia & Pacific,AUS,Australia,0.01713796,0.8428162264878495,1,17.13796
2004,TON,Tonga,East Asia & Pacific,CHN,China,0.0030299999999999,0.1490103353175115,2,3.0299999999999
2004,TON,Tonga,East Asia & Pacific,KOR,"Korea, Rep.",0.0001661999999999,0.008173438194639053,3,0.1661999999999
2004,TTO,Trinidad and Tobago,Latin America & Caribbean,USA,United States,2.577,0.695229214433527,1,2577.0
2004,TTO,Trinidad and Tobago,Latin America & Caribbean,NLD,Netherlands,0.3830227699999999,0.10333279763184068,2,383.0227699999999
2004,TTO,Trinidad and Tobago,Latin America & Caribbean,FRA,France,0.3500599399999999,0.09444000663207122,3,350.0599399999999
2004,TTO,Trinidad and Tobago,Latin America & Caribbean,DEU,Germany,0.26288547,0.07092186992397692,4,262.88547
2004,TTO,Trinidad and Tobago,Latin America & Caribbean,CAN,Canada,0.1221336,0.03294949428946008,5,122.1336
2004,TTO,Trinidad and Tobago,,OTH,Others,0.011589404,0.0031266170891240883,6,11.589404
2004,TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",FRA,France,0.6824125400000001,0.6330204710524215,1,682.41254
2004,TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",DEU,Germany,0.125313286,0.11624328493853119,2,125.31328599999999
2004,TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",USA,United States,0.12,0.1113145671770489,3,120.0
2004,TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",NLD,Netherlands,0.11400784,0.1057561113699187,4,114.00784
2004,TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",CHE,Switzerland,0.025980911,0.02410044885692024,5,25.980911
2004,TUN,Tunisia,,OTH,Others,0.0103114446,0.009565116605159319,6,10.3114446
2004,TUR,Türkiye,Europe & Central Asia,DEU,Germany,3.7716575,0.2538710179596774,1,3771.6575
2004,TUR,Türkiye,Europe & Central Asia,USA,United States,2.682,0.1805259544823078,2,2682.0
2004,TUR,Türkiye,Europe & Central Asia,SWE,Sweden,1.8141687,0.1221120567335673,3,1814.1687
2004,TUR,Türkiye,Europe & Central Asia,FRA,France,1.6930914,0.11396231954168037,4,1693.0914
2004,TUR,Türkiye,Europe & Central Asia,NLD,Netherlands,1.4442356,0.09721178605045806,5,1444.2356
2004,TUR,Türkiye,,OTH,Others,3.4514363008899998,0.23231686523230907,6,3451.4363008899995
2004,TWN,"Taiwan, China",East Asia & Pacific,JPN,Japan,5.437236,0.38462161048697857,1,5437.236000000001
2004,TWN,"Taiwan, China",East Asia & Pacific,NLD,Netherlands,3.701373,0.2618293640873817,2,3701.3729999999996
2004,TWN,"Taiwan, China",East Asia & Pacific,SGP,Singapore,2.3349858,0.16517326061628115,3,2334.9858
2004,TWN,"Taiwan, China",East Asia & Pacific,DEU,Germany,1.4247576,0.10078513470181584,4,1424.7576
2004,TWN,"Taiwan, China",East Asia & Pacific,CHE,Switzerland,0.71933545,0.05088466994248096,5,719.33545
2004,TWN,"Taiwan, China",,OTH,Others,0.5188969173399999,0.03670596016506168,6,518.8969173399998
2004,TZA,Tanzania,Sub-Saharan Africa,ZAF,South Africa,0.0982238,0.5093031637226769,1,98.2238
2004,TZA,Tanzania,Sub-Saharan Africa,CHN,China,0.0538,0.27895998941478556,2,53.8
2004,TZA,Tanzania,Sub-Saharan Africa,USA,United States,0.022,0.11407285812500526,3,22.0
2004,TZA,Tanzania,Sub-Saharan Africa,NOR,Norway,0.0155629139999999,0.08069573094243848,4,15.5629139999999
2004,TZA,Tanzania,Sub-Saharan Africa,KOR,"Korea, Rep.",0.002175111,0.01127823311405174,5,2.175111
2004,TZA,Tanzania,,OTH,Others,0.0010973736,0.005690024681042103,6,1.0973736
2004,UGA,Uganda,Sub-Saharan Africa,ZAF,South Africa,0.0474245099999999,0.7892344072725368,1,47.4245099999999
2004,UGA,Uganda,Sub-Saharan Africa,USA,United States,0.007,0.11649336705656567,2,7.0
2004,UGA,Uganda,Sub-Saharan Africa,DNK,Denmark,0.0038408077,0.0639183744556834,3,3.8408077
2004,UGA,Uganda,Sub-Saharan Africa,NOR,Norway,0.0011589404,0.019286981344840432,4,1.1589403999999999
2004,UGA,Uganda,Sub-Saharan Africa,ISR,Israel,0.000285,0.004742944230160174,5,0.285
2004,UGA,Uganda,,OTH,Others,0.00038,0.0063239256402135655,6,0.38
2004,UKR,Ukraine,Europe & Central Asia,CHE,Switzerland,0.3708024,0.16171651467430823,1,370.8024
2004,UKR,Ukraine,Europe & Central Asia,DEU,Germany,0.36368094,0.1586106618249402,2,363.68094
2004,UKR,Ukraine,Europe & Central Asia,USA,United States,0.295,0.12865712797145035,3,295.0
2004,UKR,Ukraine,Europe & Central Asia,NOR,Norway,0.2440397299999999,0.10643203651772265,4,244.0397299999999
2004,UKR,Ukraine,Europe & Central Asia,AUT,Austria,0.22747086,0.09920592388066396,5,227.47086
2004,UKR,Ukraine,,OTH,Others,0.7919221691799999,0.34537773513091463,6,791.92216918
2004,URY,Uruguay,Latin America & Caribbean,BRA,Brazil,2.3327370000000003,0.6814500261591726,1,2332.737
2004,URY,Uruguay,Latin America & Caribbean,USA,United States,0.589,0.17206143058894022,2,589.0
2004,URY,Uruguay,Latin America & Caribbean,FRA,France,0.26969598,0.07878484913902582,3,269.69598
2004,URY,Uruguay,Latin America & Caribbean,CHE,Switzerland,0.0903146,0.026383122714886076,4,90.3146
2004,URY,Uruguay,Latin America & Caribbean,DEU,Germany,0.08172605,0.023874195380956295,5,81.72605
2004,URY,Uruguay,,OTH,Others,0.059722364499999896,0.01744637601701888,6,59.7223644999999
2004,USA,United States,North America,GBR,United Kingdom,271.01606,0.20204226557343555,1,271016.06
2004,USA,United States,North America,DEU,Germany,184.51972,0.13755931021864892,2,184519.72
2004,USA,United States,North America,CAN,Canada,164.88867000000002,0.12292437744903598,3,164888.67
2004,USA,United States,North America,JPN,Japan,141.83739000000003,0.10573966582874446,4,141837.39
2004,USA,United States,North America,FRA,France,137.5041,0.10250920144598161,5,137504.1
2004,USA,United States,,OTH,Others,441.6170584078,0.3292251794841536,6,441617.05840780004
2004,UZB,Uzbekistan,Europe & Central Asia,KOR,"Korea, Rep.",0.1200985639999999,0.7893677628247638,1,120.0985639999999
2004,UZB,Uzbekistan,Europe & Central Asia,TUR,Türkiye,0.022,0.14459865466954974,2,22.0
2004,UZB,Uzbekistan,Europe & Central Asia,CHN,China,0.00423,0.027802377693281616,3,4.23
2004,UZB,Uzbekistan,Europe & Central Asia,CZE,Czechia,0.0030449197,0.02001324055440041,4,3.0449197
2004,UZB,Uzbekistan,Europe & Central Asia,UKR,Ukraine,0.0018794,0.012352668708452355,5,1.8794
2004,UZB,Uzbekistan,,OTH,Others,0.0008923769199999,0.005865295549551908,6,0.8923769199999
2004,VCT,St. Vincent and the Grenadines,Latin America & Caribbean,HRV,Croatia,0.017749537,0.7328602937372419,1,17.749537
2004,VCT,St. Vincent and the Grenadines,Latin America & Caribbean,CHN,China,0.0056,0.23121829290130527,2,5.6
2004,VCT,St. Vincent and the Grenadines,Latin America & Caribbean,KOR,"Korea, Rep.",0.00087,0.035921413361452784,3,0.87
2004,VEN,"Venezuela, RB",Latin America & Caribbean,USA,United States,9.109,0.6432099230333769,1,9109.0
2004,VEN,"Venezuela, RB",Latin America & Caribbean,NOR,Norway,2.075,0.14652108796731333,2,2075.0
2004,VEN,"Venezuela, RB",Latin America & Caribbean,CHE,Switzerland,0.7876458000000001,0.0556176961681373,3,787.6458
2004,VEN,"Venezuela, RB",Latin America & Caribbean,FRA,France,0.70965454,0.05011053266590037,4,709.65454
2004,VEN,"Venezuela, RB",Latin America & Caribbean,DEU,Germany,0.6429116,0.04539764197532827,5,642.9116
2004,VEN,"Venezuela, RB",,OTH,Others,0.8375720651999999,0.05914311818994385,6,837.5720651999999
2004,VGB,British Virgin Islands,Latin America & Caribbean,HKG,"Hong Kong SAR, China",173.76986,0.6168279518763916,1,173769.86
2004,VGB,British Virgin Islands,Latin America & Caribbean,USA,United States,82.159,0.29163842163544623,2,82159.0
2004,VGB,British Virgin Islands,Latin America & Caribbean,SGP,Singapore,14.53299,0.051587510379188205,3,14532.99
2004,VGB,British Virgin Islands,Latin America & Caribbean,BRA,Brazil,6.651433,0.023610479944180442,4,6651.433
2004,VGB,British Virgin Islands,Latin America & Caribbean,AUT,Austria,1.6744238,0.005943674024523498,5,1674.4238
2004,VGB,British Virgin Islands,,OTH,Others,2.9275745379999996,0.01039196214026997,6,2927.5745379999994
