year,ecode_dest,economy_dest,ecode_source,economy_source,value,share,rank
2001,DEU,Germany,CHE,Switzerland,3375.246651,0.1122711390322511,3
2001,DEU,Germany,FIN,Finland,2295.281474,0.07634815826252463,4
2001,DEU,Germany,ESP,Spain,2078.728602,0.06914494021238834,5
2001,DEU,Germany,OTH,Others,5607.02156776,0.1865068728545532,6
2001,DJI,Djibouti,SWE,Sweden,2.790949841,0.9824002524513421,1
2001,DJI,Djibouti,KOR,"Korea, Rep.",0.05,0.017599747548657972,2
2001,DMA,Dominica,DEU,Germany,0.202235327,1.0,1
2001,DNK,Denmark,FIN,Finland,2599.529311,0.5649031585098125,1
2001,DNK,Denmark,FRA,France,883.213573,0.19193095262099813,2
2001,DNK,Denmark,NOR,Norway,560.1863952,0.12173398571181031,3
2001,DNK,Denmark,USA,United States,256.0,0.05563130523920914,4
2001,DNK,Denmark,DEU,Germany,226.1152025,0.04913704628712143,5
2001,DNK,Denmark,OTH,Others,76.681091684,0.01666355163104838,6
2001,DOM,Dominican Republic,USA,United States,217.0,0.9822943594073154,1
2001,DOM,Dominican Republic,DEU,Germany,3.674240052,0.016632190222064705,2
2001,DOM,Dominican Republic,COL,Colombia,0.2371374,0.0010734503706198908,3
2001,DZA,Algeria,USA,United States,1416.0,0.9753450789063238,1
2001,DZA,Algeria,FRA,France,35.79386314,0.02465492109367617,2
2001,ECU,Ecuador,USA,United States,108.0,0.5786231313752043,1
2001,ECU,Ecuador,CHE,Switzerland,32.64972357,0.1749248638019279,2
2001,ECU,Ecuador,COL,Colombia,30.1832135,0.16171023620681796,3
2001,ECU,Ecuador,CHL,Chile,9.6,0.05143316723335149,4
2001,ECU,Ecuador,DEU,Germany,6.001736002,0.032155030362634625,5
2001,ECU,Ecuador,OTH,Others,0.215314016,0.001153571020063804,6
2001,EGY,"Egypt, Arab Rep.",USA,United States,578.0,0.4062037870997884,1
2001,EGY,"Egypt, Arab Rep.",FRA,France,390.1531082,0.2741897406567362,2
2001,EGY,"Egypt, Arab Rep.",DEU,Germany,376.0270602,0.26426231125474064,3
2001,EGY,"Egypt, Arab Rep.",CHE,Switzerland,48.64868068,0.03418906285402129,4
2001,EGY,"Egypt, Arab Rep.",ITA,Italy,19.97834471,0.01404027557298793,5
2001,EGY,"Egypt, Arab Rep.",OTH,Others,10.123902266,0.007114822561725483,6
2001,ERI,Eritrea,DEU,Germany,1.437123605,1.0,1
2001,ESP,Spain,FRA,France,3372.676755,0.27304807955322674,1
2001,ESP,Spain,PRT,Portugal,2760.559637,0.2234917728944951,2
2001,ESP,Spain,NLD,Netherlands,2258.592764,0.18285310496736715,3
2001,ESP,Spain,USA,United States,1642.0,0.13293445509170898,4
2001,ESP,Spain,DEU,Germany,1090.764288,0.08830703791642872,5
2001,ESP,Spain,OTH,Others,1227.358492518,0.09936554957677328,6
2001,EST,Estonia,SWE,Sweden,92.56643851,0.3917822125965193,1
2001,EST,Estonia,FIN,Finland,76.06195918,0.32192793783188767,2
2001,EST,Estonia,FRA,France,25.0557042,0.10604685010733597,3
2001,EST,Estonia,NLD,Netherlands,13.69115265,0.05794702879958191,4
2001,EST,Estonia,USA,United States,13.0,0.05502176432125055,5
2001,EST,Estonia,OTH,Others,15.894886200999998,0.06727420634342457,6
2001,ETH,Ethiopia,DEU,Germany,10.42317295,0.8661672120647088,1
2001,ETH,Ethiopia,USA,United States,1.0,0.08310014774001316,2
2001,ETH,Ethiopia,KOR,"Korea, Rep.",0.6105,0.05073264019527804,3
2001,FIN,Finland,SWE,Sweden,2587.088517,0.695792215124305,1
2001,FIN,Finland,DNK,Denmark,311.7933585,0.08385619206540722,2
2001,FIN,Finland,NLD,Netherlands,241.6085762,0.06498013706240242,3
2001,FIN,Finland,USA,United States,179.0,0.04814168734036037,4
2001,FIN,Finland,JPN,Japan,144.2124925,0.03878565767882159,5
2001,FIN,Finland,OTH,Others,254.488292731,0.06844411072870339,6
2001,FJI,Fiji,AUS,Australia,19.654,1.0,1
2001,FRA,France,DEU,Germany,4369.020411,0.2814064700412747,1
2001,FRA,France,GBR,United Kingdom,4022.140487,0.2590641036162382,2
2001,FRA,France,NLD,Netherlands,2996.841192,0.19302507696959487,3
2001,FRA,France,ITA,Italy,2515.074585,0.16199472519593452,4
2001,FRA,France,ESP,Spain,504.6934703,0.03250705983712648,5
2001,FRA,France,OTH,Others,1117.887137417,0.07200256433983122,6
2001,FRO,Faroe Islands,DEU,Germany,4.12703242,0.6442732299747559,1
2001,FRO,Faroe Islands,ISL,Iceland,2.27868526,0.35572677002524405,2
2001,FSM,"Micronesia, Fed. Sts.",JPN,Japan,2.0077512,0.9634810777276228,1
2001,FSM,"Micronesia, Fed. Sts.",KOR,"Korea, Rep.",0.0761,0.03651892227237723,2
2001,GAB,Gabon,FRA,France,146.7548389,0.9852418325307666,1
2001,GAB,Gabon,USA,United States,2.0,0.013427043904182522,2
2001,GAB,Gabon,MYS,Malaysia,0.198275,0.0013311235650508948,3
2001,GBR,United Kingdom,JPN,Japan,12856.1907,0.25184631048474226,1
2001,GBR,United Kingdom,DEU,Germany,8986.784906,0.17604659688939367,2
2001,GBR,United Kingdom,USA,United States,7890.0,0.15456113214971343,3
2001,GBR,United Kingdom,ITA,Italy,5272.583691,0.10328726294487639,4
2001,GBR,United Kingdom,CAN,Canada,4857.434335,0.09515469583783147,5
2001,GBR,United Kingdom,OTH,Others,11184.769089856,0.2191040016934427,6
2001,GEO,Georgia,DEU,Germany,6.059006183,0.6929841475823375,1
2001,GEO,Georgia,CZE,Czechia,2.684348487,0.30701585241766244,2
2001,GGY,Guernsey,ISR,Israel,4.611,1.0,1
2001,GHA,Ghana,USA,United States,91.0,0.8402534844394415,1
2001,GHA,Ghana,NLD,Netherlands,16.10723841,0.14872706811757483,2
2001,GHA,Ghana,SWE,Sweden,0.931446109,0.008600558666536372,3
2001,GHA,Ghana,PRT,Portugal,0.161967231,0.001495533299041296,4
2001,GHA,Ghana,KOR,"Korea, Rep.",0.1,0.0009233554774059797,5
2001,GIB,Gibraltar,PRT,Portugal,6.722982345,0.7206166235722539,1
2001,GIB,Gibraltar,DEU,Germany,1.8961799,0.20324592377366624,2
2001,GIB,Gibraltar,SWE,Sweden,0.710323261,0.07613745265407994,3
2001,GIN,Guinea,DEU,Germany,2.94225555,1.0,1
2001,GNB,Guinea-Bissau,PRT,Portugal,0.861737255,1.0,1
2001,GNQ,Equatorial Guinea,USA,United States,114.0,1.0,1
2001,GRC,Greece,NLD,Netherlands,1242.047051,0.5823984837242391,1
2001,GRC,Greece,GBR,United Kingdom,224.5719098,0.10530224249497983,2
2001,GRC,Greece,ITA,Italy,102.694383,0.048153612939254326,3
2001,GRC,Greece,CHE,Switzerland,99.13427865,0.04648427249545171,4
2001,GRC,Greece,CYP,Cyprus,98.27115641,0.04607955265537806,5
2001,GRC,Greece,OTH,Others,365.922506635,0.17158183569069704,6
2001,GRL,Greenland,ISL,Iceland,2.7688592,1.0,1
2001,GTM,Guatemala,CRI,Costa Rica,8.307,0.7496994704181423,1
2001,GTM,Guatemala,KOR,"Korea, Rep.",1.54344,0.1392941074542166,2
2001,GTM,Guatemala,COL,Colombia,1.23,0.11100642212764114,3
2001,GUF,French Guiana,USA,United States,1.0,1.0,1
2001,GUM,Guam,KOR,"Korea, Rep.",1.212585,0.7425624069695764,1
2001,GUM,Guam,NZL,New Zealand,0.42038886,0.25743759303042363,2
2001,GUY,Guyana,USA,United States,12.0,0.9879181854787413,1
2001,GUY,Guyana,DEU,Germany,0.146754839,0.012081814521258734,2
2001,HKG,"Hong Kong SAR, China",USA,United States,4787.0,0.5959924728397633,1
2001,HKG,"Hong Kong SAR, China",GBR,United Kingdom,849.3424794,0.10574508556203503,2
2001,HKG,"Hong Kong SAR, China",SWE,Sweden,542.5958699,0.0675544295496853,3
2001,HKG,"Hong Kong SAR, China",JPN,Japan,503.5835068,0.06269730091895796,4
2001,HKG,"Hong Kong SAR, China",NLD,Netherlands,254.3153976,0.03166284994711753,5
2001,HKG,"Hong Kong SAR, China",OTH,Others,1095.143380537,0.13634786118244088,6
2001,HND,Honduras,KOR,"Korea, Rep.",8.853,0.4709273740206661,1
2001,HND,Honduras,DEU,Germany,6.637077073,0.3530533465673398,2
2001,HND,Honduras,CRI,Costa Rica,3.309,0.17601927941199416,3
2001,HRV,Croatia,DEU,Germany,465.0893504,0.5488115591101482,1
2001,HRV,Croatia,AUT,Austria,215.6580254,0.2544793103789589,2
2001,HRV,Croatia,SVN,Slovenia,75.38735269,0.08895806909232022,3
2001,HRV,Croatia,ITA,Italy,26.54830829,0.03132735344690398,4
2001,HRV,Croatia,SWE,Sweden,20.98750133,0.024765527993357406,5
2001,HRV,Croatia,OTH,Others,43.77762999,0.05165817997831129,6
2001,HUN,Hungary,GBR,United Kingdom,1073.914389,0.4515506002516007,1
2001,HUN,Hungary,AUT,Austria,633.5513776,0.2663904197353189,2
2001,HUN,Hungary,FRA,France,284.561212,0.11964993429930008,3
2001,HUN,Hungary,CHE,Switzerland,101.9192823,0.042854173080436625,4
2001,HUN,Hungary,USA,United States,86.0,0.03616056551565365,5
2001,HUN,Hungary,OTH,Others,198.335128609,0.08339430711768997,6
2001,IDN,Indonesia,USA,United States,985.0,0.41854995860486366,1
2001,IDN,Indonesia,JPN,Japan,483.0122851,0.20524342328349807,2
2001,IDN,Indonesia,MYS,Malaysia,361.8482924,0.1537579571627011,3
2001,IDN,Indonesia,FRA,France,328.4086943,0.13954867553780945,4
2001,IDN,Indonesia,CHE,Switzerland,92.31990804,0.0392289276025856,5
2001,IDN,Indonesia,OTH,Others,102.773853054,0.04367105780854217,6
2001,IMN,Isle of Man,ISL,Iceland,110.6029894,1.0,1
2001,IND,India,USA,United States,214.0,0.19042622124436182,1
2001,IND,India,GBR,United Kingdom,194.3410758,0.17293288176242097,2
2001,IND,India,DEU,Germany,188.6631887,0.1678804584675373,3
2001,IND,India,JPN,Japan,152.2270405,0.13545803782068888,4
2001,IND,India,NLD,Netherlands,127.9630607,0.11386692573814906,5
2001,IND,India,OTH,Others,246.600448909,0.21943547496684193,6
2001,IRL,Ireland,GBR,United Kingdom,3883.942389,0.4054868420471705,1
2001,IRL,Ireland,USA,United States,2437.0,0.25442484339305027,2
2001,IRL,Ireland,NLD,Netherlands,2079.623449,0.21711443181302426,3
2001,IRL,Ireland,ITA,Italy,517.0271407,0.05397806700966519,4
2001,IRL,Ireland,ESP,Spain,459.9511414,0.048019284825256345,5
2001,IRL,Ireland,OTH,Others,200.923011882,0.02097653091183333,6
2001,IRN,"Iran, Islamic Rep.",DEU,Germany,50.43623771,0.9742238346044925,1
2001,IRN,"Iran, Islamic Rep.",USA,United States,1.0,0.01931594977813607,2
2001,IRN,"Iran, Islamic Rep.",ITA,Italy,0.234449804,0.004528620639557845,3
2001,IRN,"Iran, Islamic Rep.",PAK,Pakistan,0.1,0.0019315949778136068,4
2001,ISL,Iceland,FRA,France,30.42478367,0.8530496524944828,1
2001,ISL,Iceland,DEU,Germany,5.241116411,0.14695034750551708,2
2001,ISR,Israel,USA,United States,1000.0,0.7912501562974978,1
2001,ISR,Israel,ITA,Italy,96.56736852,0.07640894543468807,2
2001,ISR,Israel,NLD,Netherlands,67.11349339,0.05310356213450859,3
2001,ISR,Israel,DEU,Germany,32.50172258,0.025716993071362913,4
2001,ISR,Israel,CHE,Switzerland,26.66492851,0.021098628851199105,5
2001,ISR,Israel,OTH,Others,40.975302125,0.03242171421074345,6
2001,ITA,Italy,FRA,France,2574.473607,0.2620088972692147,1
2001,ITA,Italy,ESP,Spain,2180.741112,0.2219380196523262,2
2001,ITA,Italy,USA,United States,1767.0,0.17983082841318965,3
2001,ITA,Italy,CHE,Switzerland,1160.102156,0.11806572255654066,4
2001,ITA,Italy,GBR,United Kingdom,881.0128769,0.08966229513051187,5
2001,ITA,Italy,OTH,Others,1262.571711113,0.12849423697821682,6
2001,JAM,Jamaica,USA,United States,447.0,0.9953403490462931,1
2001,JAM,Jamaica,ISR,Israel,1.2,0.002672054628312196,2
2001,JAM,Jamaica,CHL,Chile,0.6,0.001336027314156098,3
2001,JAM,Jamaica,DEU,Germany,0.292614831,0.0006515690112386176,4
2001,JEY,Jersey,ISR,Israel,24.807,0.546817996713656,1
2001,JEY,Jersey,PRT,Portugal,13.57213806,0.299169159716627,2
2001,JEY,Jersey,ITA,Italy,6.986962085,0.154012843569717,3
2001,JOR,Jordan,DEU,Germany,5.554312713,0.73525056798903,1
2001,JOR,Jordan,KOR,"Korea, Rep.",2.0,0.26474943201097,2
2001,JPN,Japan,CAN,Canada,1177.070689,0.44832964265468583,1
2001,JPN,Japan,CHE,Switzerland,438.8454679,0.16715005618854165,2
2001,JPN,Japan,DEU,Germany,311.0907285,0.11849007578302793,3
2001,JPN,Japan,ESP,Spain,249.6621954,0.09509281294155679,4
2001,JPN,Japan,FRA,France,123.4888278,0.04703515477601026,5
2001,JPN,Japan,OTH,Others,325.300185204,0.12390225765617757,6
2001,KAZ,Kazakhstan,USA,United States,1792.0,0.9655817815627233,1
2001,KAZ,Kazakhstan,DEU,Germany,60.46299362,0.03257922159498615,2
2001,KAZ,Kazakhstan,KOR,"Korea, Rep.",1.82295,0.000982258542801209,3
2001,KAZ,Kazakhstan,IND,India,1.28,0.0006897012725448024,4
2001,KAZ,Kazakhstan,CHN,China,0.31,0.00016703702694444432,5
2001,KEN,Kenya,GBR,United Kingdom,60.46166802,0.6207794286727616,1
2001,KEN,Kenya,FRA,France,30.42478367,0.31238105799375804,2
2001,KEN,Kenya,JPN,Japan,3.4230513,0.03514557073795321,3
2001,KEN,Kenya,CHE,Switzerland,2.607237454,0.026769347093979583,4
2001,KEN,Kenya,PRT,Portugal,0.479637766,0.004924595501547655,5
2001,KGZ,Kyrgyz Republic,KOR,"Korea, Rep.",0.18,1.0,1
2001,KHM,Cambodia,CHN,China,34.87,0.7893069574030731,1
2001,KHM,Cambodia,KOR,"Korea, Rep.",5.46588,0.12372403534070289,2
2001,KHM,Cambodia,THA,Thailand,1.847096343,0.04181032390374744,3
2001,KHM,Cambodia,DEU,Germany,1.136455155,0.025724461159107766,4
2001,KHM,Cambodia,MYS,Malaysia,0.858565,0.019434222193368784,5
2001,KNA,St. Kitts and Nevis,CHL,Chile,20.3,0.9928406626628435,1
2001,KNA,St. Kitts and Nevis,SWE,Sweden,0.14638255,0.007159337337156494,2
2001,KOR,"Korea, Rep.",USA,United States,1206.0,0.4958689931930743,1
2001,KOR,"Korea, Rep.",JPN,Japan,652.5191518,0.2682952030201201,2
2001,KOR,"Korea, Rep.",DEU,Germany,224.6055964,0.09235070559900331,3
2001,KOR,"Korea, Rep.",FRA,France,157.4929978,0.0647561312222596,4
2001,KOR,"Korea, Rep.",CHE,Switzerland,95.75672104,0.03937213006100736,5
2001,KOR,"Korea, Rep.",OTH,Others,95.71952664599999,0.039356836904535376,6
2001,KWT,Kuwait,USA,United States,381.0,0.9567887941591866,1
2001,KWT,Kuwait,DEU,Germany,17.08262118,0.042898846508898636,2
2001,KWT,Kuwait,ITA,Italy,0.124383674,0.0003123593319148277,3
2001,LAO,Lao PDR,SWE,Sweden,1.82755516,0.5665811095592648,1
2001,LAO,Lao PDR,CHN,China,1.16,0.35962476070421157,2
2001,LAO,Lao PDR,DEU,Germany,0.23802919,0.07379412973652355,3
2001,LBN,Lebanon,FRA,France,66.21864681,0.7404636798176636,1
2001,LBN,Lebanon,USA,United States,16.0,0.17891363608012423,2
2001,LBN,Lebanon,CHE,Switzerland,7.110647602,0.07951198858488975,3
2001,LBN,Lebanon,PRT,Portugal,0.09932797,0.0011106955173223435,4
2001,LBR,Liberia,DEU,Germany,242.5884332,0.5659067590664966,1
2001,LBR,Liberia,JPN,Japan,148.3678793,0.3461104250383202,2
2001,LBR,Liberia,HRV,Croatia,35.12898319,0.0819483796655905,3
2001,LBR,Liberia,SVN,Slovenia,2.586794391,0.006034436229592673,4
2001,LBY,Libya,DEU,Germany,218.1313814,0.8426341528795619,1
2001,LBY,Libya,IND,India,30.0,0.11588898591363736,2
2001,LBY,Libya,KOR,"Korea, Rep.",4.63705,0.017912767404361072,3
2001,LBY,Libya,PAK,Pakistan,4.1,0.015838161408197104,4
2001,LBY,Libya,USA,United States,2.0,0.007725932394242491,5
2001,LIE,Liechtenstein,USA,United States,37.0,0.3154016395798392,1
2001,LIE,Liechtenstein,AUT,Austria,34.00416999,0.2898640801999342,2
2001,LIE,Liechtenstein,FRA,France,25.95055078,0.22121206118951015,3
2001,LIE,Liechtenstein,CHL,Chile,13.5,0.11507897660345484,4
2001,LIE,Liechtenstein,DNK,Denmark,4.565760163,0.038920222738878754,5
2001,LIE,Liechtenstein,OTH,Others,2.290259903,0.019523019688382798,6
2001,LKA,Sri Lanka,USA,United States,15.0,0.3506467070373031,1
2001,LKA,Sri Lanka,JPN,Japan,12.9516412,0.30276335583391095,2
2001,LKA,Sri Lanka,KOR,"Korea, Rep.",10.307897,0.24096200930197972,3
2001,LKA,Sri Lanka,DEU,Germany,2.357920734,0.055119809388805376,4
2001,LKA,Sri Lanka,IND,India,1.39,0.03249326151879008,5
2001,LKA,Sri Lanka,OTH,Others,0.770641356,0.0180148569192108,6
2001,LTU,Lithuania,EST,Estonia,134.4954408,0.45802098618834963,1
2001,LTU,Lithuania,DNK,Denmark,83.98595668,0.28601215383760137,2
2001,LTU,Lithuania,DEU,Germany,51.34182244,0.17484334046419167,3
2001,LTU,Lithuania,SWE,Sweden,15.05813672,0.05128012213372663,4
2001,LTU,Lithuania,POL,Poland,3.579386314,0.012189513932485373,5
2001,LTU,Lithuania,OTH,Others,5.183969528,0.017653883443645425,6
2001,LUX,Luxembourg,USA,United States,20402.0,0.41787571261593237,1
2001,LUX,Luxembourg,NLD,Netherlands,10720.26201,0.21957343039203303,2
2001,LUX,Luxembourg,ESP,Spain,7991.874793,0.16369034282237926,3
2001,LUX,Luxembourg,CHE,Switzerland,4636.912557,0.09497368586874522,4
2001,LUX,Luxembourg,ITA,Italy,2011.256275,0.04119474312169839,5
2001,LUX,Luxembourg,OTH,Others,3060.823788536,0.06269208517921179,6
2001,LVA,Latvia,ISR,Israel,478.249,0.6767872264015907,1
2001,LVA,Latvia,SWE,Sweden,97.99024116,0.1386694870853873,2
2001,LVA,Latvia,DEU,Germany,52.3610527,0.07409799420030261,3
2001,LVA,Latvia,EST,Estonia,44.92129824,0.06356973217342485,4
2001,LVA,Latvia,FIN,Finland,17.89693157,0.02532658652367149,5
2001,LVA,Latvia,OTH,Others,15.227496443,0.021548973615622944,6
2001,MAC,"Macao SAR, China",PRT,Portugal,45.15843259,0.7593706006626919,1
2001,MAC,"Macao SAR, China",JPN,Japan,8.8044829,0.148053532526236,2
2001,MAC,"Macao SAR, China",USA,United States,3.0,0.05044709639662177,3
2001,MAC,"Macao SAR, China",CHN,China,2.44,0.04103030506925237,4
2001,MAC,"Macao SAR, China",DEU,Germany,0.0653238,0.0010984653451978803,5
2001,MAR,Morocco,FRA,France,239.8188831,0.6250591083084892,1
2001,MAR,Morocco,USA,United States,60.0,0.1563827919374934,2
2001,MAR,Morocco,PRT,Portugal,37.40727152,0.09749755931769138,3
2001,MAR,Morocco,CHE,Switzerland,21.68747519,0.05652579867145534,4
2001,MAR,Morocco,ESP,Spain,10.73815894,0.027987721255095913,5
2001,MAR,Morocco,OTH,Others,14.022138903,0.03654702050977469,6
2001,MCO,Monaco,KOR,"Korea, Rep.",0.05,1.0,1
2001,MDA,Moldova,DEU,Germany,4.292579037,0.9499645342997697,1
2001,MDA,Moldova,SVN,Slovenia,0.226093905,0.050035465700230354,2
2001,MDG,Madagascar,MUS,Mauritius,0.068659391,1.0,1
2001,MDV,Maldives,IND,India,15.0,1.0,1
2001,MEX,Mexico,USA,United States,14226.0,0.7331099793373045,1
2001,MEX,Mexico,ESP,Spain,2795.500711,0.14406083709255096,2
2001,MEX,Mexico,NLD,Netherlands,903.7950443,0.04657536667031711,3
2001,MEX,Mexico,CHE,Switzerland,557.2970058,0.02871924619758046,4
2001,MEX,Mexico,SWE,Sweden,475.8411672,0.02452157375606852,5
2001,MEX,Mexico,OTH,Others,446.567232453,0.02301299694617855,6
2001,MHL,Marshall Islands,USA,United States,258.0,1.0,1
2001,MKD,North Macedonia,HUN,Hungary,274.6135825,0.9726323475892951,1
2001,MKD,North Macedonia,SVN,Slovenia,4.85203855,0.017185055460540662,2
2001,MKD,North Macedonia,DEU,Germany,1.957924314,0.006934618836371577,3
2001,MKD,North Macedonia,HRV,Croatia,0.466794928,0.0016533044087992841,4
2001,MKD,North Macedonia,BGR,Bulgaria,0.370466484,0.0013121262348196924,5
2001,MKD,North Macedonia,OTH,Others,0.079774617,0.00028254747017382833,6
2001,MLI,Mali,DEU,Germany,3.093484622,0.810360993912912,1
2001,MLI,Mali,PRT,Portugal,0.723930882,0.18963900608708797,2
2001,MLT,Malta,DEU,Germany,3.093484622,0.810360993912912,1
2001,MLT,Malta,PRT,Portugal,0.723930882,0.18963900608708797,2
2001,MMR,Myanmar,THA,Thailand,73.42517426,0.8864205385766868,1
2001,MMR,Myanmar,KOR,"Korea, Rep.",4.363262,0.052675190640959754,2
2001,MMR,Myanmar,FRA,France,2.684539736,0.032408927627319145,3
2001,MMR,Myanmar,CHN,China,1.78,0.021488931753561525,4
2001,MMR,Myanmar,MYS,Malaysia,0.488195263,0.00589370488147136,5
2001,MMR,Myanmar,OTH,Others,0.092169198,0.0011127065200014041,6
2001,MNG,Mongolia,CHN,China,4.54,0.6328326985491683,1
2001,MNG,Mongolia,KOR,"Korea, Rep.",2.634092,0.36716730145083165,2
2001,MNP,Northern Mariana Islands,KOR,"Korea, Rep.",0.43,1.0,1
2001,MOZ,Mozambique,PRT,Portugal,43.45822409,0.7347737103128935,1
2001,MOZ,Mozambique,USA,United States,8.0,0.13526069703929192,2
2001,MOZ,Mozambique,DEU,Germany,5.695698472,0.09630051818104375,3
2001,MOZ,Mozambique,MUS,Mauritius,1.991122341,0.03366507446677084,4
2001,MRT,Mauritania,DEU,Germany,5.508675538,1.0,1
2001,MUS,Mauritius,IND,India,154.45,0.710662288258232,1
2001,MUS,Mauritius,USA,United States,29.0,0.1334361046260196,2
2001,MUS,Mauritius,DEU,Germany,19.90496729,0.09158763096158407,3
2001,MUS,Mauritius,MYS,Malaysia,13.71544105,0.06310810437723463,4
2001,MUS,Mauritius,SWE,Sweden,0.262075108,0.001205871776929772,5
2001,MWI,Malawi,PRT,Portugal,3.005789657,0.7465718786293677,1
2001,MWI,Malawi,JPN,Japan,1.0203326,0.25342812137063225,2
2001,MYS,Malaysia,JPN,Japan,573.5256605,0.5244254292366686,1
2001,MYS,Malaysia,NLD,Netherlands,242.5034228,0.22174240901859585,2
2001,MYS,Malaysia,DEU,Germany,122.2754159,0.11180726841855,3
2001,MYS,Malaysia,CHE,Switzerland,39.70111578,0.036302254838868155,4
2001,MYS,Malaysia,FRA,France,35.79386314,0.032729506862636835,5
2001,MYS,Malaysia,OTH,Others,79.827238904,0.07299313162468045,6
2001,NAM,Namibia,DEU,Germany,2.60221385,0.7889632399121401,1
2001,NAM,Namibia,ISL,Iceland,0.696056232,0.21103676008785988,2
2001,NER,Niger,SWE,Sweden,6.184081866,0.9411666435985475,1
2001,NER,Niger,DEU,Germany,0.386573722,0.05883335640145259,2
2001,NGA,Nigeria,NLD,Netherlands,583.4399692,0.4993353501416426,1
2001,NGA,Nigeria,FRA,France,392.837648,0.33620892442776334,2
2001,NGA,Nigeria,GBR,United Kingdom,106.5277008,0.09117141366178474,3
2001,NGA,Nigeria,DEU,Germany,73.93401401,0.06327620444598855,4
2001,NGA,Nigeria,CHN,China,6.43,0.005503096241097845,5
2001,NGA,Nigeria,OTH,Others,5.263804227,0.0045050110817229615,6
2001,NIC,Nicaragua,USA,United States,18.0,0.44865736747867885,1
2001,NIC,Nicaragua,DEU,Germany,13.02270226,0.3245961840794579,2
2001,NIC,Nicaragua,CRI,Costa Rica,9.097,0.2267464484418634,3
2001,NLD,Netherlands,USA,United States,12025.0,0.31226047126843853,1
2001,NLD,Netherlands,ITA,Italy,6387.475727,0.16586745785685922,2
2001,NLD,Netherlands,GBR,United Kingdom,6224.672679,0.1616398523273442,3
2001,NLD,Netherlands,ESP,Spain,3788.780414,0.09838555988426359,4
2001,NLD,Netherlands,JPN,Japan,3075.809066,0.07987140028947158,5
2001,NLD,Netherlands,OTH,Others,7007.779348612,0.18197525837362283,6
2001,NOR,Norway,DNK,Denmark,820.8756167,0.22857706773031336,1
2001,NOR,Norway,GBR,United Kingdom,731.2982704,0.20363379162883813,2
2001,NOR,Norway,USA,United States,706.0,0.19658935718708043,3
2001,NOR,Norway,FRA,France,546.7512595,0.15224572046222606,4
2001,NOR,Norway,FIN,Finland,376.7304096,0.10490253407378118,5
2001,NOR,Norway,OTH,Others,409.586666176,0.11405152891776082,6
2001,NPL,Nepal,IND,India,10.61,0.6370007205913053,1
2001,NPL,Nepal,JPN,Japan,4.6161821,0.27714527088413615,2
2001,NPL,Nepal,BGD,Bangladesh,1.43,0.08585400852455859,3
2001,NRU,Nauru,USA,United States,1.0,0.8118429941372336,1
2001,NRU,Nauru,DEU,Germany,0.231765264,0.18815700586276637,2
2001,NZL,New Zealand,USA,United States,155.0,0.3409684133480753,1
2001,NZL,New Zealand,JPN,Japan,154.6955871,0.3402987670028128,2
2001,NZL,New Zealand,FRA,France,56.37533445,0.12401424735086186,3
2001,NZL,New Zealand,NLD,Netherlands,48.32171524,0.10629792629445362,4
2001,NZL,New Zealand,CHE,Switzerland,12.85842108,0.02828590602457448,5
2001,NZL,New Zealand,OTH,Others,27.336504884,0.06013473997922188,6
2001,OMN,Oman,USA,United States,57.0,0.9378685710106868,1
2001,OMN,Oman,KOR,"Korea, Rep.",2.699,0.04440889952908497,2
2001,OMN,Oman,DEU,Germany,0.867106335,0.014267224198609893,3
2001,OMN,Oman,IND,India,0.16,0.002632613532661577,4
2001,OMN,Oman,BGD,Bangladesh,0.05,0.0008226917289567428,5
2001,PAK,Pakistan,USA,United States,66.0,0.5698172080645717,1
2001,PAK,Pakistan,CHE,Switzerland,24.946522,0.2153781441963851,2
2001,PAK,Pakistan,DEU,Germany,19.17208795,0.16552402467329422,3
2001,PAK,Pakistan,MYS,Malaysia,3.298007895,0.028473661377330532,4
2001,PAK,Pakistan,BGD,Bangladesh,2.41,0.020806961688418453,5
2001,PAN,Panama,JPN,Japan,1021.369385,0.5073092509548106,1
2001,PAN,Panama,USA,United States,808.0,0.40132970577680577,2
2001,PAN,Panama,CHL,Chile,148.1,0.07356055621973383,3
2001,PAN,Panama,KOR,"Korea, Rep.",16.566327,0.008228414778109348,4
2001,PAN,Panama,CRI,Costa Rica,9.948,0.004941123654786712,5
2001,PAN,Panama,OTH,Others,9.32352235,0.004630948615753678,6
2001,PER,Peru,USA,United States,100.0,0.439492167475542,1
2001,PER,Peru,FRA,France,64.42895366,0.28316020492214655,2
2001,PER,Peru,CHE,Switzerland,21.03566582,0.09245010365522974,3
2001,PER,Peru,KOR,"Korea, Rep.",16.640615,0.07313419954476016,4
2001,PER,Peru,COL,Colombia,7.8054818,0.03430448114472895,5
2001,PER,Peru,OTH,Others,17.62462428,0.07745884325759263,6
2001,PHL,Philippines,USA,United States,970.0,0.6146318001037991,1
2001,PHL,Philippines,JPN,Japan,275.6543706,0.17466591959624514,2
2001,PHL,Philippines,DEU,Germany,155.2361948,0.09836402252699797,3
2001,PHL,Philippines,CHE,Switzerland,58.12954415,0.036833264288791516,4
2001,PHL,Philippines,KOR,"Korea, Rep.",54.331788,0.0344268501662866,5
2001,PHL,Philippines,OTH,Others,64.82873000000001,0.04107814331787956,6
